transcript_id	genename	P_value	full_adapt	full_adapt_dN	full_adapt_dS	rate_class_number	omega_1	omega_1_prop	omega_2	omega_2_prop	omega_3	omega_3_prop	sign	MRCA_present_aco	MRCA_present_mus	mean_dNdS	species
ENST00000263341	IL1B	1	0.056498233827790643	0.0205266056896267	0.0359716281381639	1	0.2158313615728683	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2158313615728683	HLacoCah2
ENST00000263346	TCF25	1	0.04458420650611022	0.00921919561156687	0.03536501089454335	1	0.09576863393013044	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.09576863393013044	HLacoCah2
ENST00000263354	NAPA	1	0.02875753761487308	0.0033528361975211198	0.02540470141735194	1	0.04043135539856722	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04043135539856722	HLacoCah2
ENST00000263370	ITPKC	1	0.07240351774354938	0.03842524657306001	0.03397827117048949	1	0.44159374219929	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.44159374219929	HLacoCah2
ENST00000263372	KCNK6	1	0.0634191182703682	0.03087270962254815	0.03254640864782005	1	0.3369488865707645	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3369488865707645	HLacoCah2
ENST00000263379	IL27RA	0.6596894792545434	0.09238965278666814	0.05685332856722928	0.03553632421943864	2	0.4081336913739063	0.9870733773875064	18.46227928618807	0.01292662261249355	NA	NA	FALSE	TRUE	TRUE	0.6415128180690819	HLacoCah2
ENST00000263382	ASF1B	1	0.02109113979732442	0.00488531563081933	0.01620582416650509	1	0.09380866386451132	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.09380866386451132	HLacoCah2
ENST00000263383	ILVBL	1	0.04798312506686624	0.01225711660837828	0.03572600845848794	1	0.1325726078254116	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1325726078254116	HLacoCah2
ENST00000263384	FAM32A	1	0.02532920329861129	1e-10	0.02532920329861129	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000263388	NOTCH3	1	0.04238318386595172	0.00781246719573509	0.03457071667021662	1	0.08362526499580772	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08362526499580772	HLacoCah2
ENST00000263390	MED26	1	0.04096865996975741	0.00783773518987872	0.0331309247798787	1	0.08316643050685663	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08316643050685663	HLacoCah2
ENST00000263401	COMMD9	1	0.02953380001757095	0.01014621788457078	0.01938758213300017	1	0.2050372130839969	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2050372130839969	HLacoCah2
ENST00000263408	C9	1	0.092314824469944	0.03854223520143745	0.05377258926850657	1	0.2688470325907308	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2688470325907308	HLacoCah2
ENST00000263409	LIFR	1	0.1101115212983208	0.05662683228002155	0.05348468901829924	2	0.1204375928122231	0.6407274876126481	0.90948122763291	0.35927251238735203	NA	NA	FALSE	TRUE	TRUE	0.4039192818774997	HLacoCah2
ENST00000263413	C6	1	0.06315752761711149	0.02288550039329333	0.04027202722381814	1	0.2263343932659169	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2263343932659169	HLacoCah2
ENST00000263433	PPP1R12C	1	0.02862798415499423	0.00568625660447445	0.02294172755051978	1	0.09636177393859868	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.09636177393859868	HLacoCah2
ENST00000263440	ALG6	1	0.03762338989114642	0.01383218653526835	0.02379120335587807	1	0.2494776417946929	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2494776417946929	HLacoCah2
ENST00000263461	WDR11	1	0.04348228418841438	0.00492201673368092	0.03856026745473348	1	0.05228359281269689	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05228359281269689	HLacoCah2
ENST00000263468	CEP126	1	0.0810183908332585	0.0493382227371646	0.03168016809609394	1	0.561292320133858	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.561292320133858	HLacoCah2
ENST00000263519	ATP2B3	1	0.02402911914300907	3.721008733168459e-4	0.02365701826969223	1	0.00500146714650507	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.00500146714650507	HLacoCah2
ENST00000263549	PARP12	1	0.04488959491868504	0.01692914928853795	0.02796044563014711	2	0.00894180665441136	0.8855387021429454	1.868754091502147	0.1144612978570546	NA	NA	FALSE	TRUE	TRUE	0.2218183345485773	HLacoCah2
ENST00000263559	VPS26A	1	0.01687376451013474	9.95643766508101e-4	0.01587812074362663	1	0.02450673024392342	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.02450673024392342	HLacoCah2
ENST00000263563	PALD1	1	0.04048627006400212	0.01959325420120209	0.02089301586280001	1	0.2873368462816146	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2873368462816146	HLacoCah2
ENST00000263576	DDX25	1	0.03098322885432555	0.00208045968312478	0.0289027691712008	1	0.02970847344755549	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.02970847344755549	HLacoCah2
ENST00000263578	FOXRED1	0.8819623683758787	0.04736661389676461	0.01994467628820413	0.02742193760856058	2	0.1513756911507737	0.9928287177265273	18.30864993022834	0.00717128227347274	NA	NA	FALSE	TRUE	TRUE	0.281586630036054	HLacoCah2
ENST00000263579	DCPS	1	0.03097387251806379	0.00859143387954471	0.02238243863851906	1	0.1417376107523488	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1417376107523488	HLacoCah2
ENST00000263593	SIAE	1	0.06357520357256777	0.02086646293235503	0.04270874064021276	1	0.1904182599618217	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1904182599618217	HLacoCah2
ENST00000263610	BARHL1	1	0.01198640868837446	1e-10	0.01198640868837446	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000263620	ARID3A	1	0.09779993002653452	0.02857308063310965	0.06922684939342501	1	0.1472540245009797	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1472540245009797	HLacoCah2
ENST00000263635	TANC1	1	0.0408903031248711	0.0083665173175923	0.03252378580727878	1	0.1038358048729867	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1038358048729867	HLacoCah2
ENST00000263636	LY75	1	0.06690286286661497	0.02416530042274934	0.0427375624438656	1	0.218481681005985	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.218481681005985	HLacoCah2
ENST00000263650	OSBPL5	1	0.03007960392964308	0.00436905068636497	0.02571055324327813	1	0.04984794055251042	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04984794055251042	HLacoCah2
ENST00000263655	CNRIP1	1	0.02856026157908301	1e-10	0.02856026157908301	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000263657	PNO1	1	0.0443150596653006	0.01062587276697716	0.03368918689832344	1	0.1220305873169741	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1220305873169741	HLacoCah2
ENST00000263663	TAF1B	0.03837350939381422	9.332576136892952	9.305982123825856	0.02659401306710107	2	0.4740839828108334	0.9942140574634272	24242.24058910811	0.00578594253657294	NA	NA	TRUE	TRUE	TRUE	140.73555196648445	HLacoCah2
ENST00000263665	CNTN3	1	0.03272450178943969	0.00748113256054479	0.02524336922889489	1	0.113866155077175	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.113866155077175	HLacoCah2
ENST00000263666	PDZRN3	1	0.02801561664087532	0.00201494977780662	0.02600066686306871	1	0.02241132048732504	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.02241132048732504	HLacoCah2
ENST00000263671	CHRDL2	1	0.03688524119537012	0.0143434803985849	0.02254176079678521	2	0	0.9215565595401468	3.264122849421195	0.0784434404598533	NA	NA	FALSE	TRUE	TRUE	0.2560490263922182	HLacoCah2
ENST00000263674	ARHGEF17	1	0.03661980171169919	0.01089731591439781	0.02572248579730139	1	0.1619747454107369	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1619747454107369	HLacoCah2
ENST00000263681	POLD3	1	0.03668622107861871	0.01538616636551668	0.02130005471310201	1	0.2949743751490499	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2949743751490499	HLacoCah2
ENST00000263686	SELP	1	0.1288186401011337	0.08141186382309494	0.04740677627803883	2	0.4864999191980163	0.9486551325998712	4.800791112289664	0.05134486740012878	NA	NA	FALSE	TRUE	TRUE	0.7080166284328503	HLacoCah2
ENST00000263694	SNRNP40	1	0.03930775822417155	0.00375522484773496	0.03555253337643657	1	0.04239835697505095	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04239835697505095	HLacoCah2
ENST00000263697	DNAJC8	1	0.03703099504253154	1e-10	0.03703099504253154	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000263702	MECR	1	0.05685561607863621	0.01705544822893109	0.03980016784970514	1	0.1634936216212036	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1634936216212036	HLacoCah2
ENST00000263707	TFCP2L1	1	0.02962461212239964	0.00211109994649204	0.02751351217590761	1	0.02699046888528973	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.02699046888528973	HLacoCah2
ENST00000263708	PTPN4	1	0.02307493389476665	0.00253222488118578	0.02054270901358085	1	0.04657380165361451	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04657380165361451	HLacoCah2
ENST00000263710	CLASP1	1	0.03007591311267761	0.00236679557642213	0.02770911753625549	1	0.03464392832536738	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.03464392832536738	HLacoCah2
ENST00000263713	EPB41L5	1	0.03353804911089131	0.01009041076212876	0.02344763834876254	1	0.169020583110406	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.169020583110406	HLacoCah2
ENST00000263726	LHX4	1	0.02458478483028845	0.00254164473781795	0.02204314009247049	1	0.03864148874973911	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.03864148874973911	HLacoCah2
ENST00000263733	FAM20B	1	0.03117291591328822	8.086160012543502e-4	0.03036429991203389	1	0.01082124190789503	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.01082124190789503	HLacoCah2
ENST00000263734	EPAS1	1	0.05254122979544028	0.01312869415860796	0.03941253563683231	1	0.1118988346367084	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1118988346367084	HLacoCah2
ENST00000263736	SRBD1	1	0.07376724815853913	0.02035552051655752	0.05341172764198165	1	0.151256103948048	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.151256103948048	HLacoCah2
ENST00000263753	SGO1	1	0.08797886012704749	0.06012531633186186	0.02785354379518555	1	0.8085820056365834	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.8085820056365834	HLacoCah2
ENST00000263754	KAT2B	1	0.0276621972694448	0.00153638991147338	0.02612580735797143	1	0.02363376543243112	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.02363376543243112	HLacoCah2
ENST00000263773	FNBP4	1	0.04952732778917782	0.01865992434360535	0.03086740344557248	1	0.2482598186761303	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2482598186761303	HLacoCah2
ENST00000263774	NDUFS3	1	0.05848039245410489	0.02100749195120833	0.03747290050289646	1	0.2214016682526928	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2214016682526928	HLacoCah2
ENST00000263776	ACCS	1	0.050196105102818	0.01956813101386804	0.03062797408894998	1	0.2287551990830876	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2287551990830876	HLacoCah2
ENST00000263791	EIF2AK4	1	0.04778111144845317	0.01123909924239498	0.03654201220605818	1	0.1255315488158289	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1255315488158289	HLacoCah2
ENST00000263795	WDR76	1	0.0905793508851165	0.04372042114984146	0.04685892973527512	1	0.3567531146329122	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3567531146329122	HLacoCah2
ENST00000263798	TYRO3	1	0.0399038125550483	0.00947016407476166	0.03043364848028665	1	0.1235070025495374	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1235070025495374	HLacoCah2
ENST00000263800	LTK	0.7298683493470426	0.05881892995207692	0.03073964088277335	0.02807928906930398	2	0.2277270517880009	0.9968177009397208	63.46871425596576	0.00318229906027933	NA	NA	FALSE	TRUE	TRUE	0.42897878593899336	HLacoCah2
ENST00000263847	OSBP	0.02190229021962952	2.028641047104234	2.007613873366186	0.02102717373822612	2	0.03720594757840801	0.9984793853409284	24242.24058910811	0.00152061465907149	NA	NA	TRUE	TRUE	TRUE	36.90025578020491	HLacoCah2
ENST00000263849	ZC2HC1A	1	0.03556041827478438	0.01101473533738344	0.02454568293740098	1	0.1577869193896327	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1577869193896327	HLacoCah2
ENST00000263851	IL7	1	0.05270741307600948	0.02662030098233661	0.02608711209367287	1	0.3784047334330601	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3784047334330601	HLacoCah2
ENST00000263856	CHMP3	1	0.01628352350116932	0.00303968799293572	0.01324383550823359	1	0.08560081685067915	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08560081685067915	HLacoCah2
ENST00000263857	POLR1A	1	0.05800205798383624	0.02055991733997905	0.03744214064385702	2	0.1772754964896621	0.997144215517705	12.27823488496171	0.00285578448229495	NA	NA	FALSE	TRUE	TRUE	0.211833228532142	HLacoCah2
ENST00000263864	VAMP8	1	0.03380453583205707	0.00666493878760313	0.02713959704445392	1	0.08255711410214593	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08255711410214593	HLacoCah2
ENST00000263881	MAP4K3	1	0.03076473692280331	0.00444700983165891	0.02631772709114438	1	0.06420376583653149	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06420376583653149	HLacoCah2
ENST00000263895	RND3	1	0.0333502579405885	1e-10	0.0333502579405885	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000263897	USE1	1	0.05809861136565631	0.0199443007793389	0.03815431058631735	1	0.1819099900672802	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1819099900672802	HLacoCah2
ENST00000263904	STAM2	1	0.05181165944757547	0.01519400495146751	0.03661765449610799	1	0.1644517965632729	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1644517965632729	HLacoCah2
ENST00000263915	GRB14	1	0.0450950707547496	0.00935961999322727	0.0357354507615223	1	0.1043859868722505	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1043859868722505	HLacoCah2
ENST00000263918	STRN	1	0.03111923566801811	0.00302645937121645	0.02809277629680165	1	0.04337997260003886	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04337997260003886	HLacoCah2
ENST00000263921	CHIC2	1	0.00880757898893018	1e-10	0.00880757898893018	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000263923	KDR	1	0.05473450269292202	0.01351495298354666	0.04121954970937531	1	0.13240549093659	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.13240549093659	HLacoCah2
ENST00000263925	LNX1	1	0.05409828108433593	0.01268369115242752	0.04141458993190839	1	0.1206001622572308	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1206001622572308	HLacoCah2
ENST00000263932	TNFRSF8	1	0.09213569173725356	0.05207763597497982	0.04005805576227375	2	0.3121973056334175	0.9661954223893712	5.557029744933294	0.03380457761062894	NA	NA	FALSE	TRUE	TRUE	0.48949665088247446	HLacoCah2
ENST00000263946	PKP1	1	0.03954990904959827	0.00947333768244609	0.03007657136715218	1	0.07574929480168636	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07574929480168636	HLacoCah2
ENST00000263956	GTF3C3	1	0.06462122837925001	0.00803542330991719	0.05658580506933284	1	0.05713981342386954	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05713981342386954	HLacoCah2
ENST00000263960	COQ10B	1	0.0474862755548677	0.00551459746461643	0.04197167809025131	1	0.05299103023221257	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05299103023221257	HLacoCah2
ENST00000263966	USP13	1	0.03742261931654981	0.00522857402810255	0.03219404528844729	1	0.06629540510042436	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06629540510042436	HLacoCah2
ENST00000263967	PIK3CA	1	0.02740216937321542	6.158506654757244e-4	0.02678631870773973	1	0.00909237883525708	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.00909237883525708	HLacoCah2
ENST00000263980	SLC9A1	1	0.0265178145417682	0.00420286752470232	0.02231494701706588	1	0.05495427027623856	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05495427027623856	HLacoCah2
ENST00000263985	GATB	1	0.04005389985494144	0.01322476419252692	0.02682913566241449	1	0.1964031749644812	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1964031749644812	HLacoCah2
ENST00000263991	EHBP1	1	0.04691672443148689	0.01505528836175486	0.031861436069732	1	0.1839037143566498	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1839037143566498	HLacoCah2
ENST00000263997	SLC7A6OS	1	0.05151532557162686	0.0198508979304434	0.03166442764118347	1	0.2456125985640508	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2456125985640508	HLacoCah2
ENST00000264001	CKLF	1	0.0942392744524513	0.04573708146951963	0.04850219298293173	1	0.3928059566609028	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3928059566609028	HLacoCah2
ENST00000264005	LCAT	1	0.06313140752205741	0.01569401695028296	0.04743739057177441	1	0.1182969490450479	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1182969490450479	HLacoCah2
ENST00000264012	CDH3	1	0.07112509070042482	0.02694821020879136	0.04417688049163349	1	0.2230878401430605	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2230878401430605	HLacoCah2
ENST00000264025	NECTIN1	1	0.02548814042698035	0.00259356058008034	0.02289457984690002	1	0.03325446505385771	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.03325446505385771	HLacoCah2
ENST00000264027	SC5D	1	0.0602360978236046	0.02245139606244688	0.03778470176115772	1	0.2308982166405676	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2308982166405676	HLacoCah2
ENST00000264029	TREH	1	0.05121153029516809	0.01964655916076693	0.03156497113440113	1	0.2278166168747144	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2278166168747144	HLacoCah2
ENST00000264031	UPK2	1	0.04913715778660985	0.00929410210369424	0.03984305568291557	1	0.0898492498324275	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0898492498324275	HLacoCah2
ENST00000264033	CBL	1	0.02882521667177055	0.00350982584837511	0.02531539082339545	1	0.05822118700913283	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05822118700913283	HLacoCah2
ENST00000264036	MCAM	1	0.07630190748639082	0.03373583601953382	0.042566071466857	1	0.2910081302260144	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2910081302260144	HLacoCah2
ENST00000264039	GPC1	1	0.03112845588777976	0.00468948566797665	0.0264389702198031	1	0.04562738651850371	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04562738651850371	HLacoCah2
ENST00000264042	FARP2	0.7136381523380607	0.1039213401016376	0.08021361991023429	0.02370772019140039	2	0.2142939922761287	0.9983129954152096	634.0259919383009	0.00168700458479031	NA	NA	FALSE	TRUE	TRUE	1.2835372326048091	HLacoCah2
ENST00000264047	SLC5A7	1	0.05825656226538792	0.00813758007614016	0.05011898218924773	1	0.06583754128174249	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06583754128174249	HLacoCah2
ENST00000264051	NGEF	1	0.03641057799931616	0.01162765488799038	0.02478292311132578	1	0.1548959818184255	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1548959818184255	HLacoCah2
ENST00000264057	DGKD	1	0.02065262974123373	0.00327066872642984	0.01738196101480389	1	0.06502770644922516	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06502770644922516	HLacoCah2
ENST00000264059	EFHD1	1	0.06294698891908444	0.03535850198692581	0.0275884869321586	1	0.4155785880178515	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.4155785880178515	HLacoCah2
ENST00000264065	DNAJC10	1	0.04203180420674554	0.01225381442080537	0.02977798978594019	2	0	0.8710685775522663	1.118726387930165	0.1289314224477337	NA	NA	FALSE	TRUE	TRUE	0.14423898452565131	HLacoCah2
ENST00000264071	TUBB4A	1	0.04133013029672159	1e-10	0.04133013029672159	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000264079	MCOLN1	1	0.03748661000587299	0.00949168838108058	0.02799492162479245	2	0.05032623018813714	0.9903925239803284	4.962843654660702	0.00960747601967149	NA	NA	FALSE	FALSE	TRUE	0.09752312353997566	HLacoCah2
ENST00000264080	GPR108	1	0.05122578678874698	0.017659749051094	0.03356603773765295	1	0.1646927648409064	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1646927648409064	HLacoCah2
ENST00000264093	DGUOK	1	0.05184755758591197	0.01275653242999891	0.03909102515591304	1	0.1325244239800731	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1325244239800731	HLacoCah2
ENST00000264094	LOXL3	1	0.0425746623958279	0.01052495412569721	0.03204970827013069	1	0.1233129836327455	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1233129836327455	HLacoCah2
ENST00000264108	HAT1	1	0.01913796730293386	0.00157845580463581	0.01755951149829807	1	0.03502216025065699	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.03502216025065699	HLacoCah2
ENST00000264110	ATF2	1	0.01863081198678146	0.00263255144065222	0.01599826054612923	1	0.06297788153152037	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06297788153152037	HLacoCah2
ENST00000264144	LAMC2	0.9211096342872912	0.05919099095909844	0.02816131692936977	0.03102967402972897	2	0.1797373278408386	0.9951668812705096	36.6123298602127	0.00483311872949032	NA	NA	FALSE	TRUE	TRUE	0.3558203731729344	HLacoCah2
ENST00000264151	OSGEPL1	1	0.05853336359141284	0.01945369953391167	0.03907966405750116	1	0.1779056100826595	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1779056100826595	HLacoCah2
ENST00000264156	MCM6	1	0.02639047200352567	0.00224391556652275	0.024146556437003	2	0	0.996294959077322	9.78185738526584	0.00370504092267798	NA	NA	FALSE	TRUE	TRUE	0.03624218191220978	HLacoCah2
ENST00000264157	CCNT2	0.02376554068335713	0.06691060930662038	0.04642282548397256	0.02048778382264729	2	0.1337673142004859	0.9907613480364484	82.61303453735343	0.00923865196355167	NA	NA	TRUE	TRUE	TRUE	0.8957645582839707	HLacoCah2
ENST00000264159	ZRANB3	1	0.06790055709699984	0.02801545097547893	0.039885106121520963	1	0.2750041312520925	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2750041312520925	HLacoCah2
ENST00000264161	DARS1	1	0.024739875011157	0.00202283019820632	0.02271704481295068	1	0.03548376652571014	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.03548376652571014	HLacoCah2
ENST00000264162	LCT	1	0.07159883563457414	0.02772988269956479	0.04386895293500935	2	0.00101370067711817	0.5687358780236583	0.5670690959747307	0.4312641219763417	NA	NA	FALSE	TRUE	TRUE	0.24513308372011405	HLacoCah2
ENST00000264169	ORC4	1	0.04115793261334201	0.00918511420994158	0.03197281840340045	1	0.1102319921709494	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1102319921709494	HLacoCah2
ENST00000264170	KYNU	1	0.0497997123965593	0.01723387451299956	0.03256583788355978	2	0	0.8538620750851211	1.412526145860947	0.1461379249148789	NA	NA	FALSE	TRUE	TRUE	0.20642363984413037	HLacoCah2
ENST00000264183	ARID4B	1	0.02977644861741128	0.00811007516595358	0.02166637345145769	1	0.1356066841937928	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1356066841937928	HLacoCah2
ENST00000264187	NID1	1	0.04947522473999855	0.01371457435525852	0.0357606503847401	1	0.1416050848736	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1416050848736	HLacoCah2
ENST00000264192	CYTIP	1	0.05297399416737725	0.01624387137068358	0.03673012279669367	1	0.174551595762567	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.174551595762567	HLacoCah2
ENST00000264198	MUL1	1	0.05871408487217059	0.01093426517886812	0.04777981969330251	1	0.0723250091823127	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0723250091823127	HLacoCah2
ENST00000264218	NMU	1	0.07026734813676722	0.02429309530006798	0.04597425283669923	1	0.2220470657415553	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2220470657415553	HLacoCah2
ENST00000264220	PPAT	1	0.05197522238322536	0.0081169329442879	0.04385828943893751	1	0.07073410311973032	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07073410311973032	HLacoCah2
ENST00000264228	SRD5A3	1	0.06414580657968472	0.01747326337376497	0.04667254320591976	1	0.1514571754376401	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1514571754376401	HLacoCah2
ENST00000264230	NOA1	1	0.07759129143992287	0.03823342315438133	0.03935786828554157	2	0.2462231483030117	0.9745525286709728	6.002077623475451	0.02544747132902725	NA	NA	FALSE	TRUE	TRUE	0.39269509003401554	HLacoCah2
ENST00000264234	UPK1B	1	0.03722341505270196	0.00276635970141885	0.03445705535128309	1	0.03026648535529058	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.03026648535529058	HLacoCah2
ENST00000264245	ARHGAP31	1	0.0493120739040914	0.0171464002105398	0.0321656736935516	1	0.2206253971826175	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2206253971826175	HLacoCah2
ENST00000264246	CD80	1	0.1216379106587779	0.07371569510671297	0.04792221555206497	2	0.2382806560370207	0.9061210139926548	4.197838406472624	0.09387898600734534	NA	NA	FALSE	TRUE	TRUE	0.6099999226854406	HLacoCah2
ENST00000264249	CHST10	1	0.04463166566397591	0.0104346986557066	0.0341969670082693	1	0.1200127436088557	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1200127436088557	HLacoCah2
ENST00000264254	PDCL3	1	0.04881118812516664	0.01606050771066327	0.03275068041450338	1	0.2005174379926993	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2005174379926993	HLacoCah2
ENST00000264255	TXNDC9	1	0.0427091320866975	0.00583684703704627	0.03687228504965122	1	0.06368346099742682	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06368346099742682	HLacoCah2
ENST00000264260	IL18RAP	1	0.09137717482728486	0.04900177076099103	0.04237540406629381	2	0.06001519312698411	0.7321280084141969	1.600496661917829	0.2678719915858031	NA	NA	FALSE	TRUE	TRUE	0.4726670321730109	HLacoCah2
ENST00000264263	GFM1	1	0.06624689527716246	0.01129855930135058	0.05494833597581191	1	0.08017630628687322	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08017630628687322	HLacoCah2
ENST00000264265	LXN	1	0.03386999880296038	0.01067337463599381	0.02319662416696658	1	0.1859400898466425	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1859400898466425	HLacoCah2
ENST00000264279	NOP58	1	0.03455651978875251	0.00378086935447923	0.03077565043427323	1	0.04519586119077006	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04519586119077006	HLacoCah2
