Cluster	`__mclCluster`	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
4	4	GO:0045725	positive regulation of glycogen biosynthetic process	1/8	13/14419	0.007191726698169254	0.04594714279385913	0.02250043148257632	IGF2	1
4	4	GO:1903867	extraembryonic membrane development	1/8	13/14419	0.007191726698169254	0.04594714279385913	0.02250043148257632	DNMT3L	1
4	4	GO:0018108	peptidyl-tyrosine phosphorylation	2/8	254/14419	0.008069351660488052	0.04652798825238009	0.02278487296569643	GHR/IGF2	2
4	4	GO:0051321	meiotic cell cycle	2/8	254/14419	0.008069351660488052	0.04652798825238009	0.02278487296569643	DNMT3L/MOV10L1	2
4	4	GO:0018212	peptidyl-tyrosine modification	2/8	256/14419	0.008192614314609414	0.04652798825238009	0.02278487296569643	GHR/IGF2	2
4	4	GO:0032868	response to insulin	2/8	256/14419	0.008192614314609414	0.04652798825238009	0.02278487296569643	GHR/IGF2	2
4	4	GO:0070875	positive regulation of glycogen metabolic process	1/8	15/14419	0.008294119644989495	0.04652798825238009	0.02278487296569643	IGF2	1
4	4	GO:0044030	regulation of DNA methylation	1/8	16/14419	0.008844914357766687	0.048436435768722336	0.023719444518321687	DNMT3L	1
5	5	GO:0031424	keratinization	5/5	44/14419	2.0923762830273546e-13	6.277128849082064e-12	2.422751485610621e-12	CDSN/KRT2/LORICRIN/SPRR1A/IVL	5
5	5	GO:0018149	peptide cross-linking	4/5	22/14419	2.02955900498408e-11	3.04433850747612e-10	1.175007844990783e-10	KRT2/LORICRIN/SPRR1A/IVL	4
5	5	GO:0030216	keratinocyte differentiation	5/5	125/14419	4.5186377765004067e-11	4.518637776500407e-10	1.7440356330352447e-10	CDSN/KRT2/LORICRIN/SPRR1A/IVL	5
5	5	GO:0009913	epidermal cell differentiation	5/5	193/14419	4.0806827134115065e-10	3.06051203505863e-9	1.1812502591454361e-9	CDSN/KRT2/LORICRIN/SPRR1A/IVL	5
5	5	GO:0043588	skin development	5/5	262/14419	1.9074806227343282e-9	1.144488373640597e-8	4.41732354738476e-9	CDSN/KRT2/LORICRIN/SPRR1A/IVL	5
5	5	GO:0008544	epidermis development	5/5	328/14419	5.911437275722727e-9	2.9557186378613633e-8	1.1408036847885963e-8	CDSN/KRT2/LORICRIN/SPRR1A/IVL	5
5	5	GO:0003334	keratinocyte development	2/5	11/14419	5.28457640455384e-6	2.264818459094503e-5	8.741404578961238e-6	CDSN/KRT2	2
5	5	GO:0002064	epithelial cell development	2/5	205/14419	0.001955554132805653	0.007333327998021199	0.002830407297481866	CDSN/KRT2	2
5	5	GO:0043589	skin morphogenesis	1/5	12/14419	0.004154831212758392	0.013849437375861307	0.005345396881911381	CDSN	1
5	5	GO:0010224	response to UV-B	1/5	18/14419	0.006227061565236225	0.01792390268853916	0.006917997528909851	IVL	1
5	5	GO:0051546	keratinocyte migration	1/5	19/14419	0.006572097652464359	0.01792390268853916	0.006917997528909851	KRT2	1
5	5	GO:0045684	positive regulation of epidermis development	1/5	28/14419	0.009673111882096297	0.024182779705240742	0.009333704447636777	KRT2	1
5	5	GO:1990000	amyloid fibril formation	1/5	32/14419	0.011048852306743018	0.02549735147709927	0.00984108302624884	CDSN	1
5	5	GO:0043616	keratinocyte proliferation	1/5	52/14419	0.017904639771835096	0.037176243607528026	0.014348725602905553	KRT2	1
5	5	GO:0045109	intermediate filament organization	1/5	54/14419	0.018588121803764013	0.037176243607528026	0.014348725602905553	KRT2	1
5	5	GO:0045682	regulation of epidermis development	1/5	60/14419	0.02063628502893311	0.03869303442924958	0.014934153639359488	KRT2	1
5	5	GO:0045104	intermediate filament cytoskeleton organization	1/5	68/14419	0.023361848562786114	0.039503528149226384	0.015246975776894394	KRT2	1
5	5	GO:0045103	intermediate filament-based process	1/5	69/14419	0.02370211688953583	0.039503528149226384	0.015246975776894394	KRT2	1
6	6	GO:0036297	interstrand cross-link repair	2/2	39/14419	7.128662281702388e-6	1.4257324563404778e-4	7.503855033370936e-6	FANCE/FANCB	2
6	6	GO:2000042	negative regulation of double-strand break repair via homologous recombination	1/2	21/14419	0.0029108030894063885	0.019395926008948905	0.0010208382109973108	FANCB	1
6	6	GO:2000780	negative regulation of double-strand break repair	1/2	32/14419	0.004433816292025772	0.019395926008948905	0.0010208382109973108	FANCB	1
6	6	GO:0045738	negative regulation of DNA repair	1/2	34/14419	0.0047106027191603506	0.019395926008948905	0.0010208382109973108	FANCB	1
6	6	GO:1905168	positive regulation of double-strand break repair via homologous recombination	1/2	35/14419	0.004848981502237226	0.019395926008948905	0.0010208382109973108	FANCB	1
6	6	GO:0045910	negative regulation of DNA recombination	1/2	45/14419	0.0062322402150236655	0.020774134050078885	0.0010933754763199413	FANCB	1
6	6	GO:0045911	positive regulation of DNA recombination	1/2	65/14419	0.00899587154250625	0.02352521085087128	0.0012381689921511202	FANCB	1
6	6	GO:0010569	regulation of double-strand break repair via homologous recombination	1/2	68/14419	0.009410084340348512	0.02352521085087128	0.0012381689921511202	FANCB	1
6	6	GO:2000781	positive regulation of double-strand break repair	1/2	82/14419	0.011341932578035507	0.025204294617856685	0.0013265418219924573	FANCB	1
6	6	GO:0000018	regulation of DNA recombination	1/2	124/14419	0.017126163786585935	0.027405588233179266	0.0014423993806936457	FANCB	1
6	6	GO:0045739	positive regulation of DNA repair	1/2	124/14419	0.017126163786585935	0.027405588233179266	0.0014423993806936457	FANCB	1
6	6	GO:2000779	regulation of double-strand break repair	1/2	124/14419	0.017126163786585935	0.027405588233179266	0.0014423993806936457	FANCB	1
6	6	GO:0051053	negative regulation of DNA metabolic process	1/2	129/14419	0.017813632351566522	0.027405588233179266	0.0014423993806936457	FANCB	1
6	6	GO:0000724	double-strand break repair via homologous recombination	1/2	161/14419	0.022207735933876926	0.030341741624165586	0.0015969337696929257	FANCB	1
6	6	GO:0000725	recombinational repair	1/2	165/14419	0.02275630621812419	0.030341741624165586	0.0015969337696929257	FANCB	1
6	6	GO:0006282	regulation of DNA repair	1/2	204/14419	0.028096799845374387	0.035120999806717984	0.0018484736740377887	FANCB	1
6	6	GO:0051054	positive regulation of DNA metabolic process	1/2	276/14419	0.03791772986912689	0.043339850901756724	0.0022810447843029857	FANCB	1
6	6	GO:0006302	double-strand break repair	1/2	284/14419	0.03900586581158105	0.043339850901756724	0.0022810447843029857	FANCB	1
6	6	GO:0006310	DNA recombination	1/2	309/14419	0.04240232224687823	0.04463402341776656	0.0023491591272508717	FANCB	1
7	7	GO:0000724	double-strand break repair via homologous recombination	4/6	161/14419	2.2076558137504215e-7	1.0720620303088172e-5	4.488297973780933e-6	RAD52/RECQL5/RECQL4/SFR1	4
7	7	GO:0000725	recombinational repair	4/6	165/14419	2.436504614338221e-7	1.0720620303088172e-5	4.488297973780933e-6	RAD52/RECQL5/RECQL4/SFR1	4
7	7	GO:0006302	double-strand break repair	4/6	284/14419	2.1428533395831658e-6	6.285703129443953e-5	2.631574276681081e-5	RAD52/RECQL5/RECQL4/SFR1	4
7	7	GO:0006310	DNA recombination	4/6	309/14419	2.999694720536316e-6	6.599328385179895e-5	2.762876716283449e-5	RAD52/RECQL5/RECQL4/SFR1	4
7	7	GO:0006268	DNA unwinding involved in DNA replication	2/6	21/14419	3.0197679885286713e-5	5.314791659810462e-4	2.225092202073758e-4	RECQL5/RECQL4	2
7	7	GO:0032508	DNA duplex unwinding	2/6	70/14419	3.4413590902811897e-4	0.0050473266657457445	0.002113115230874415	RECQL5/RECQL4	2
7	7	GO:0032392	DNA geometric change	2/6	76/14419	4.05671698649581e-4	0.005099872783023303	0.0021351142034188473	RECQL5/RECQL4	2
7	7	GO:0071103	DNA conformation change	2/6	83/14419	4.837580302408964e-4	0.005321338332649861	0.0022278330340041283	RECQL5/RECQL4	2
7	7	GO:0006261	DNA-templated DNA replication	2/6	145/14419	0.0014671340294090853	0.014345310509777725	0.006005811816294501	RECQL5/RECQL4	2
7	7	GO:0006282	regulation of DNA repair	2/6	204/14419	0.0028780749053621984	0.025327059167187346	0.010603433861860731	RAD52/RECQL5	2
7	7	GO:0006260	DNA replication	2/6	258/14419	0.004562070047831005	0.03350866700187967	0.014028748146719961	RECQL5/RECQL4	2
7	7	GO:0044771	meiotic cell cycle phase transition	1/6	11/14419	0.004569363682074501	0.03350866700187967	0.014028748146719961	PKMYT1	1
7	7	GO:1902969	mitotic DNA replication	1/6	15/14419	0.006226630529409194	0.04013378538653534	0.01680242211158776	RECQL5	1
7	7	GO:0051447	negative regulation of meiotic cell cycle	1/6	17/14419	0.007054401322501347	0.04013378538653534	0.01680242211158776	PKMYT1	1
7	7	GO:0071391	cellular response to estrogen stimulus	1/6	17/14419	0.007054401322501347	0.04013378538653534	0.01680242211158776	SFR1	1
7	7	GO:0000729	DNA double-strand break processing	1/6	18/14419	0.007468071201133797	0.04013378538653534	0.01680242211158776	RAD52	1
7	7	GO:0034244	negative regulation of transcription elongation by RNA polymerase II	1/6	19/14419	0.007881597454365785	0.04013378538653534	0.01680242211158776	RECQL5	1
7	7	GO:2000042	negative regulation of double-strand break repair via homologous recombination	1/6	21/14419	0.00870821924420373	0.04013378538653534	0.01680242211158776	RECQL5	1
7	7	GO:0006312	mitotic recombination	1/6	22/14419	0.009121314860576213	0.04013378538653534	0.01680242211158776	RAD52	1
7	7	GO:0032785	negative regulation of DNA-templated transcription, elongation	1/6	22/14419	0.009121314860576213	0.04013378538653534	0.01680242211158776	RECQL5	1
7	7	GO:2000819	regulation of nucleotide-excision repair	1/6	28/14419	0.011596877170517383	0.04859643766692999	0.02034539854476734	RAD52	1
8	8	GO:0007034	vacuolar transport	3/5	160/14419	1.3192804396157553e-5	0.0030519115124147986	9.841226893257506e-4	ADRB2/VPS28/NEDD4	3
8	8	GO:0046755	viral budding	2/5	22/14419	2.2161358577403122e-5	0.0030519115124147986	9.841226893257506e-4	VPS28/NEDD4	2
8	8	GO:0006814	sodium ion transport	3/5	228/14419	3.811802601437443e-5	0.0030519115124147986	9.841226893257506e-4	ADRB2/NEDD4/SCNN1A	3
8	8	GO:0019068	virion assembly	2/5	31/14419	4.45548141780832e-5	0.0030519115124147986	9.841226893257506e-4	VPS28/NEDD4	2
8	8	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	2/5	34/14419	5.3730836486176037e-5	0.0030519115124147986	9.841226893257506e-4	VPS28/NEDD4	2
8	8	GO:0016236	macroautophagy	3/5	315/14419	9.996831671162514e-5	0.00473183365768359	0.0015258322024405944	ADRB2/VPS28/NEDD4	3
8	8	GO:0072666	establishment of protein localization to vacuole	2/5	62/14419	1.804108102559537e-4	0.007319524301812979	0.0023602617281605976	VPS28/NEDD4	2
8	8	GO:0002028	regulation of sodium ion transport	2/5	74/14419	2.5725921948788145e-4	0.009132702291819792	0.002944941065190222	ADRB2/NEDD4	2
8	8	GO:0072665	protein localization to vacuole	2/5	84/14419	3.3156572418436116e-4	0.01046274062981762	0.003373826667139114	VPS28/NEDD4	2
8	8	GO:0009896	positive regulation of catabolic process	3/5	499/14419	3.910956547847929e-4	0.011107116595888117	0.0035816128385554717	ADRB2/VPS28/NEDD4	3
8	8	GO:0007041	lysosomal transport	2/5	127/14419	7.564607934115011e-4	0.01953044230262421	0.006297807562373262	ADRB2/NEDD4	2
8	8	GO:0016241	regulation of macroautophagy	2/5	151/14419	0.001067154903717477	0.02525599938798029	0.008144076896791272	ADRB2/NEDD4	2
8	8	GO:0008217	regulation of blood pressure	2/5	165/14419	0.0012724448471784276	0.026123593584188816	0.008423842260283273	ADRB2/SCNN1A	2
8	8	GO:0035725	sodium ion transmembrane transport	2/5	166/14419	0.001287782782319167	0.026123593584188816	0.008423842260283273	NEDD4/SCNN1A	2
8	8	GO:0071383	cellular response to steroid hormone stimulus	2/5	191/14419	0.001700286242093327	0.0299682300840565	0.009663587907015995	NEDD4/SCNN1A	2
8	8	GO:0032412	regulation of monoatomic ion transmembrane transporter activity	2/5	195/14419	0.0017714496403936526	0.0299682300840565	0.009663587907015995	ADRB2/NEDD4	2
8	8	GO:0022898	regulation of transmembrane transporter activity	2/5	201/14419	0.0018808517015854954	0.0299682300840565	0.009663587907015995	ADRB2/NEDD4	2
8	8	GO:0045732	positive regulation of protein catabolic process	2/5	202/14419	0.0018993948644824542	0.0299682300840565	0.009663587907015995	VPS28/NEDD4	2
8	8	GO:0032409	regulation of transporter activity	2/5	215/14419	0.002148479339901392	0.032114112238526074	0.0103555513889984	ADRB2/NEDD4	2
8	8	GO:0006898	receptor-mediated endocytosis	2/5	234/14419	0.0025392011361286904	0.03409118388915821	0.010993080053212617	ADRB2/NEDD4	2
8	8	GO:0019058	viral life cycle	2/5	259/14419	0.0031011709964189702	0.03409118388915821	0.010993080053212617	VPS28/NEDD4	2
8	8	GO:0010739	positive regulation of protein kinase A signaling	1/5	10/14419	0.0034633201093720034	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:0030948	negative regulation of vascular endothelial growth factor receptor signaling pathway	1/5	11/14419	0.003809123662668945	0.03409118388915821	0.010993080053212617	NEDD4	1
8	8	GO:0040015	negative regulation of multicellular organism growth	1/5	11/14419	0.003809123662668945	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:0045986	negative regulation of smooth muscle contraction	1/5	11/14419	0.003809123662668945	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:0050847	progesterone receptor signaling pathway	1/5	11/14419	0.003809123662668945	0.03409118388915821	0.010993080053212617	NEDD4	1
8	8	GO:0071389	cellular response to mineralocorticoid stimulus	1/5	11/14419	0.003809123662668945	0.03409118388915821	0.010993080053212617	SCNN1A	1
8	8	GO:2000650	negative regulation of sodium ion transmembrane transporter activity	1/5	11/14419	0.003809123662668945	0.03409118388915821	0.010993080053212617	NEDD4	1
8	8	GO:0002024	diet induced thermogenesis	1/5	12/14419	0.004154831212758392	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:1902306	negative regulation of sodium ion transmembrane transport	1/5	12/14419	0.004154831212758392	0.03409118388915821	0.010993080053212617	NEDD4	1
8	8	GO:0071214	cellular response to abiotic stimulus	2/5	302/14419	0.00419337580684248	0.03409118388915821	0.010993080053212617	NEDD4/SCNN1A	2
8	8	GO:0104004	cellular response to environmental stimulus	2/5	302/14419	0.00419337580684248	0.03409118388915821	0.010993080053212617	NEDD4/SCNN1A	2
8	8	GO:0048545	response to steroid hormone	2/5	309/14419	0.004386047498156343	0.03409118388915821	0.010993080053212617	NEDD4/SCNN1A	2
8	8	GO:0042921	glucocorticoid receptor signaling pathway	1/5	13/14419	0.004500442779631242	0.03409118388915821	0.010993080053212617	NEDD4	1
8	8	GO:0110096	cellular response to aldehyde	1/5	13/14419	0.004500442779631242	0.03409118388915821	0.010993080053212617	SCNN1A	1
8	8	GO:0010506	regulation of autophagy	2/5	321/14419	0.004725940568288031	0.03409118388915821	0.010993080053212617	ADRB2/NEDD4	2
8	8	GO:0031958	corticosteroid receptor signaling pathway	1/5	14/14419	0.004845958383275506	0.03409118388915821	0.010993080053212617	NEDD4	1
8	8	GO:0071468	cellular response to acidic pH	1/5	14/14419	0.004845958383275506	0.03409118388915821	0.010993080053212617	SCNN1A	1
8	8	GO:2000479	regulation of cAMP-dependent protein kinase activity	1/5	14/14419	0.004845958383275506	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:1901653	cellular response to peptide	2/5	335/14419	0.005137731818226392	0.03409118388915821	0.010993080053212617	ADRB2/SCNN1A	2
8	8	GO:0010766	negative regulation of sodium ion transport	1/5	15/14419	0.005191378043676975	0.03409118388915821	0.010993080053212617	NEDD4	1
8	8	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1/5	15/14419	0.005191378043676975	0.03409118388915821	0.010993080053212617	VPS28	1
8	8	GO:1901096	regulation of autophagosome maturation	1/5	15/14419	0.005191378043676975	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:0010959	regulation of metal ion transport	2/5	341/14419	0.0053192171188104044	0.03409118388915821	0.010993080053212617	ADRB2/NEDD4	2
8	8	GO:0042176	regulation of protein catabolic process	2/5	348/14419	0.005534728895379352	0.03409118388915821	0.010993080053212617	VPS28/NEDD4	2
8	8	GO:0016032	viral process	2/5	358/14419	0.0058496381408776514	0.03409118388915821	0.010993080053212617	VPS28/NEDD4	2
8	8	GO:0010738	regulation of protein kinase A signaling	1/5	17/14419	0.005881929614678705	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:0031649	heat generation	1/5	17/14419	0.005881929614678705	0.03409118388915821	0.010993080053212617	ADRB2	1
8	8	GO:1904044	response to aldosterone	1/5	17/14419	0.005881929614678705	0.03409118388915821	0.010993080053212617	SCNN1A	1
8	8	GO:0003085	negative regulation of systemic arterial blood pressure	1/5	18/14419	0.006227061565236225	0.035369709690541755	0.011405354866853717	ADRB2	1
8	8	GO:0002029	desensitization of G protein-coupled receptor signaling pathway	1/5	19/14419	0.006572097652464359	0.03589376410192073	0.011574342019522251	ADRB2	1
8	8	GO:0039702	viral budding via host ESCRT complex	1/5	19/14419	0.006572097652464359	0.03589376410192073	0.011574342019522251	VPS28	1
8	8	GO:0022401	negative adaptation of signaling pathway	1/5	20/14419	0.006917037896335021	0.03637849560294715	0.011730649063959977	ADRB2	1
8	8	GO:0045932	negative regulation of muscle contraction	1/5	20/14419	0.006917037896335021	0.03637849560294715	0.011730649063959977	ADRB2	1
8	8	GO:0006883	intracellular sodium ion homeostasis	1/5	21/14419	0.007261882316817125	0.036614969241030935	0.011806902609227917	SCNN1A	1
8	8	GO:0034765	regulation of monoatomic ion transmembrane transport	2/5	402/14419	0.007332671443751515	0.036614969241030935	0.011806902609227917	ADRB2/NEDD4	2
8	8	GO:0042391	regulation of membrane potential	2/5	404/14419	0.007403822960035975	0.036614969241030935	0.011806902609227917	ADRB2/NEDD4	2
8	8	GO:0023058	adaptation of signaling pathway	1/5	22/14419	0.007606630933876146	0.036614969241030935	0.011806902609227917	ADRB2	1
8	8	GO:0098719	sodium ion import across plasma membrane	1/5	22/14419	0.007606630933876146	0.036614969241030935	0.011806902609227917	SCNN1A	1
8	8	GO:0072594	establishment of protein localization to organelle	2/5	415/14419	0.007800920956919869	0.0368127937167423	0.011870693303767903	VPS28/NEDD4	2
8	8	GO:0007190	activation of adenylate cyclase activity	1/5	23/14419	0.00795128376747567	0.0368127937167423	0.011870693303767903	ADRB2	1
8	8	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	1/5	24/14419	0.00829584083757573	0.0368127937167423	0.011870693303767903	VPS28	1
8	8	GO:0071467	cellular response to pH	1/5	24/14419	0.00829584083757573	0.0368127937167423	0.011870693303767903	SCNN1A	1
8	8	GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	1/5	24/14419	0.00829584083757573	0.0368127937167423	0.011870693303767903	ADRB2	1
8	8	GO:0010447	response to acidic pH	1/5	25/14419	0.008640302164134361	0.03717948203960846	0.011988936017219927	SCNN1A	1
8	8	GO:2000311	regulation of AMPA receptor activity	1/5	25/14419	0.008640302164134361	0.03717948203960846	0.011988936017219927	ADRB2	1
8	8	GO:0008015	blood circulation	2/5	457/14419	0.009406101193778547	0.03753379281352796	0.012103187452842595	ADRB2/SCNN1A	2
8	8	GO:0032801	receptor catabolic process	1/5	28/14419	0.009673111882096297	0.03753379281352796	0.012103187452842595	NEDD4	1
8	8	GO:0050891	multicellular organismal-level water homeostasis	1/5	28/14419	0.009673111882096297	0.03753379281352796	0.012103187452842595	SCNN1A	1
8	8	GO:0097421	liver regeneration	1/5	28/14419	0.009673111882096297	0.03753379281352796	0.012103187452842595	GUCD1	1
8	8	GO:1901652	response to peptide	2/5	466/14419	0.009768244550939813	0.03753379281352796	0.012103187452842595	ADRB2/SCNN1A	2
8	8	GO:0036258	multivesicular body assembly	1/5	29/14419	0.010017190434009948	0.03753379281352796	0.012103187452842595	VPS28	1
8	8	GO:0045762	positive regulation of adenylate cyclase activity	1/5	29/14419	0.010017190434009948	0.03753379281352796	0.012103187452842595	ADRB2	1
8	8	GO:0071875	adrenergic receptor signaling pathway	1/5	29/14419	0.010017190434009948	0.03753379281352796	0.012103187452842595	ADRB2	1
8	8	GO:2000273	positive regulation of signaling receptor activity	1/5	29/14419	0.010017190434009948	0.03753379281352796	0.012103187452842595	ADRB2	1
8	8	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	1/5	30/14419	0.010361173342128716	0.03753379281352796	0.012103187452842595	NEDD4	1
8	8	GO:0036257	multivesicular body organization	1/5	30/14419	0.010361173342128716	0.03753379281352796	0.012103187452842595	VPS28	1
8	8	GO:0043243	positive regulation of protein-containing complex disassembly	1/5	30/14419	0.010361173342128716	0.03753379281352796	0.012103187452842595	ADRB2	1
8	8	GO:0006622	protein targeting to lysosome	1/5	31/14419	0.010705060626393537	0.03753379281352796	0.012103187452842595	NEDD4	1
8	8	GO:0010737	protein kinase A signaling	1/5	31/14419	0.010705060626393537	0.03753379281352796	0.012103187452842595	ADRB2	1
8	8	GO:2000463	positive regulation of excitatory postsynaptic potential	1/5	31/14419	0.010705060626393537	0.03753379281352796	0.012103187452842595	ADRB2	1
8	8	GO:0045324	late endosome to vacuole transport	1/5	33/14419	0.011392548403112435	0.03898173188534857	0.012570091453021962	VPS28	1
8	8	GO:1904646	cellular response to amyloid-beta	1/5	33/14419	0.011392548403112435	0.03898173188534857	0.012570091453021962	ADRB2	1
8	8	GO:0002021	response to dietary excess	1/5	34/14419	0.011736148935434287	0.039212544678392205	0.012644519596071616	ADRB2	1
8	8	GO:0051385	response to mineralocorticoid	1/5	34/14419	0.011736148935434287	0.039212544678392205	0.012644519596071616	SCNN1A	1
8	8	GO:0031281	positive regulation of cyclase activity	1/5	36/14419	0.01242306338765331	0.04102500002434349	0.01322896590851699	ADRB2	1
8	8	GO:0032509	endosome transport via multivesicular body sorting pathway	1/5	37/14419	0.012766377347401936	0.04120058143934261	0.013285584081626417	VPS28	1
8	8	GO:0051349	positive regulation of lyase activity	1/5	37/14419	0.012766377347401936	0.04120058143934261	0.013285584081626417	ADRB2	1
8	8	GO:0009268	response to pH	1/5	38/14419	0.013109595822805908	0.04183286756940312	0.01348947175143837	SCNN1A	1
8	8	GO:0055078	sodium ion homeostasis	1/5	40/14419	0.013795746400254272	0.041949378346285926	0.01352704194264965	SCNN1A	1
8	8	GO:0090148	membrane fission	1/5	40/14419	0.013795746400254272	0.041949378346285926	0.01352704194264965	VPS28	1
8	8	GO:2000649	regulation of sodium ion transmembrane transporter activity	1/5	40/14419	0.013795746400254272	0.041949378346285926	0.01352704194264965	NEDD4	1
8	8	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	1/5	41/14419	0.014138678542127803	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:1904645	response to amyloid-beta	1/5	41/14419	0.014138678542127803	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0045761	regulation of adenylate cyclase activity	1/5	42/14419	0.014481515279315849	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0071985	multivesicular body sorting pathway	1/5	42/14419	0.014481515279315849	0.041949378346285926	0.01352704194264965	VPS28	1
8	8	GO:1901016	regulation of potassium ion transmembrane transporter activity	1/5	42/14419	0.014481515279315849	0.041949378346285926	0.01352704194264965	NEDD4	1
8	8	GO:0009409	response to cold	1/5	43/14419	0.01482425663172593	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0030501	positive regulation of bone mineralization	1/5	43/14419	0.01482425663172593	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0042311	vasodilation	1/5	43/14419	0.01482425663172593	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0045776	negative regulation of blood pressure	1/5	44/14419	0.015166902619263678	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0050909	sensory perception of taste	1/5	44/14419	0.015166902619263678	0.041949378346285926	0.01352704194264965	SCNN1A	1
8	8	GO:0006623	protein targeting to vacuole	1/5	45/14419	0.015509453261831063	0.041949378346285926	0.01352704194264965	NEDD4	1
8	8	GO:0098815	modulation of excitatory postsynaptic potential	1/5	45/14419	0.015509453261831063	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0099601	regulation of neurotransmitter receptor activity	1/5	45/14419	0.015509453261831063	0.041949378346285926	0.01352704194264965	ADRB2	1
8	8	GO:0007528	neuromuscular junction development	1/5	49/14419	0.01687870278034309	0.04453413125282902	0.014360524162328114	NEDD4	1
8	8	GO:1902305	regulation of sodium ion transmembrane transport	1/5	50/14419	0.017220776996494602	0.04453413125282902	0.014360524162328114	NEDD4	1
8	8	GO:0031279	regulation of cyclase activity	1/5	51/14419	0.017562755987031164	0.04453413125282902	0.014360524162328114	ADRB2	1
8	8	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	1/5	51/14419	0.017562755987031164	0.04453413125282902	0.014360524162328114	ADRB2	1
8	8	GO:0050873	brown fat cell differentiation	1/5	51/14419	0.017562755987031164	0.04453413125282902	0.014360524162328114	ADRB2	1
8	8	GO:0070169	positive regulation of biomineral tissue development	1/5	51/14419	0.017562755987031164	0.04453413125282902	0.014360524162328114	ADRB2	1
8	8	GO:0070534	protein K63-linked ubiquitination	1/5	51/14419	0.017562755987031164	0.04453413125282902	0.014360524162328114	NEDD4	1
8	8	GO:0045778	positive regulation of ossification	1/5	52/14419	0.017904639771835096	0.044604541185975156	0.0143832286255739	ADRB2	1
8	8	GO:0097352	autophagosome maturation	1/5	52/14419	0.017904639771835096	0.044604541185975156	0.0143832286255739	ADRB2	1
8	8	GO:0032413	negative regulation of ion transmembrane transporter activity	1/5	53/14419	0.01824642837078705	0.04506074484611758	0.014530336551564972	NEDD4	1
8	8	GO:0051339	regulation of lyase activity	1/5	54/14419	0.018588121803764013	0.04511988540400837	0.014549407079869268	ADRB2	1
8	8	GO:0071384	cellular response to corticosteroid stimulus	1/5	54/14419	0.018588121803764013	0.04511988540400837	0.014549407079869268	SCNN1A	1
8	8	GO:0006940	regulation of smooth muscle contraction	1/5	56/14419	0.019271223251288272	0.04599182691904092	0.01483057428449429	ADRB2	1
8	8	GO:0048010	vascular endothelial growth factor receptor signaling pathway	1/5	56/14419	0.019271223251288272	0.04599182691904092	0.01483057428449429	NEDD4	1
8	8	GO:0061462	protein localization to lysosome	1/5	58/14419	0.019953944273371715	0.04722433478031306	0.015228010103362626	NEDD4	1
8	8	GO:0040014	regulation of multicellular organism growth	1/5	59/14419	0.020295162174536974	0.04763492609560745	0.015360409823268525	ADRB2	1
8	8	GO:0031100	animal organ regeneration	1/5	60/14419	0.02063628502893311	0.04764800770908133	0.015364628134507324	GUCD1	1
8	8	GO:0032410	negative regulation of transporter activity	1/5	60/14419	0.02063628502893311	0.04764800770908133	0.015364628134507324	NEDD4	1
8	8	GO:0045453	bone resorption	1/5	61/14419	0.020977312856417685	0.048044813316311476	0.015492582500070785	ADRB2	1
8	8	GO:0046824	positive regulation of nucleocytoplasmic transport	1/5	62/14419	0.021318245676846592	0.04843505417779545	0.01561841999061603	NEDD4	1
8	8	GO:0048814	regulation of dendrite morphogenesis	1/5	63/14419	0.021659083510071953	0.04881211477162427	0.015740007357788403	NEDD4	1
8	8	GO:0032091	negative regulation of protein binding	1/5	64/14419	0.021999826375943332	0.04881211477162427	0.015740007357788403	ADRB2	1
8	8	GO:0140962	multicellular organismal-level chemical homeostasis	1/5	64/14419	0.021999826375943332	0.04881211477162427	0.015740007357788403	SCNN1A	1
9	9	GO:0031055	chromatin remodeling at centromere	2/4	10/14419	2.59556683411543e-6	1.4145839245929094e-4	3.0053931763441826e-5	CENPA/HJURP	2
